,id,username,created_at,date,tweet,language,hashtags,cashtags,link,urls,photos,video,thumbnail,nlikes,nreplies,nretweets
150,1510367023905267720,dcunited,1648934534000.0,2022-04-03 05:22:14,"Which is brighter, the sunshine or Robertha's bling? ✨  #DCvATL | @Audi  https://t.co/5wXCAqARDQ",en,['dcvatl'],[],https://twitter.com/dcunited/status/1510367023905267720,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1510366092253925380/pu/img/8rz3MEoJF-oBum5r.jpg,53,4,3
151,1510362655290114048,kblock43,1648933492000.0,2022-04-03 05:04:52,We have a winner of a full set of Rotiform “KB1s”! Congrats to Dawn for answering the questions correctly and winning a set of my signature wheels. I love this design and how it looks on my new Audi e-tron. Thanks again to everyone who entered.  https://t.co/1ku196BPDB,en,[],[],https://twitter.com/kblock43/status/1510362655290114048,[],"['https://pbs.twimg.com/media/FPXi1G3VcAAKQeD.jpg', 'https://pbs.twimg.com/media/FPXi1HaVgAIqy3l.jpg', 'https://pbs.twimg.com/media/FPXi1HaVkAIl8Ye.jpg']",1,https://pbs.twimg.com/media/FPXi1G3VcAAKQeD.jpg,110,9,5
153,1510360834488168448,mt_loverman,1648933058000.0,2022-04-03 04:57:38,"@GerberKawasaki Or you know, Lucid, Rivian, Mercedes, BMW, Audi, Ford, Kia, Hyundai, Genesis, Chevy, Porsche, Volkswagen.",en,[],[],https://twitter.com/mt_loverman/status/1510360834488168448,[],[],0,,9,1,0
154,1510359461470380037,DCSCORES,1648932731000.0,2022-04-03 04:52:11,Looking forward to having our poet-athletes at Audi Field tonight!,en,[],[],https://twitter.com/DCSCORES/status/1510359461470380037,[],[],0,,2,0,0
157,1510345989252603916,ATLUTD,1648929519000.0,2022-04-03 03:58:39,Today's office: 🏟 Audi Field  https://t.co/H2tC9kecSH,en,[],[],https://twitter.com/ATLUTD/status/1510345989252603916,[],['https://pbs.twimg.com/media/FPXTcnmXIAkE4yv.jpg'],1,https://pbs.twimg.com/media/FPXTcnmXIAkE4yv.jpg,249,4,11
159,1510321907979243521,shelo9,1648923777000.0,2022-04-03 02:22:57,@DubaiNameShame What does he want an Audi for??,en,[],[],https://twitter.com/shelo9/status/1510321907979243521,[],[],0,,1,1,0
164,1510300150052401161,gmptraffic,1648918590000.0,2022-04-03 00:56:30,The driver of this Audi TT was stopped using Pre emptive tactics in Horwich by #SRTTaskingTeam on Gloucester Avenue #PursuitPrevented driver disqualified until Sept 2022! Car seized and driver off to court again!  https://t.co/PDHKmCGEBQ,en,"['srttaskingteam', 'pursuitprevented']",[],https://twitter.com/gmptraffic/status/1510300150052401161,[],['https://pbs.twimg.com/media/FPWp-A8XsAgU9oP.jpg'],1,https://pbs.twimg.com/media/FPWp-A8XsAgU9oP.jpg,183,7,9
166,1510282477620940809,DubaiNameShame,1648914377000.0,2022-04-02 23:46:17,@EmiratiPatriot I think I will. AUDI GANG  (he is going to get me for this),en,[],[],https://twitter.com/DubaiNameShame/status/1510282477620940809,[],[],0,,1,0,0
168,1510271019784749057,CARandDRIVER,1648911645000.0,2022-04-02 23:00:45,2023 @Audi A6 e-tron: What we know so far:  https://t.co/YhZAJbbHir  https://t.co/i40571SOAq,en,[],[],https://twitter.com/CARandDRIVER/status/1510271019784749057,['http://crdrv.co/TmoDI9v'],['https://pbs.twimg.com/media/FPWPergXoAEzjax.jpg'],1,https://pbs.twimg.com/media/FPWPergXoAEzjax.jpg,228,4,21
170,1510255940754460672,raymasseytweets,1648908050000.0,2022-04-02 22:00:50,Feels like 'War &amp; Peace'? It's even longer! How #Audi #R8 has longest car-manual taking over 43 hours to read. Worst revealed. Read me @DailyMailUK @MailOnline @ScrapCarCompare @Propellernet @RJohnP @GavinWard @AudiUKPress @jk_rowling Extended story:  https://t.co/KNqZKyuHUe  https://t.co/qKq4CEs6Lj,en,"['audi', 'r8']",[],https://twitter.com/raymasseytweets/status/1510255940754460672,['https://www.dailymail.co.uk/money/cars/article-10677037/Audi-R8-longest-car-user-manual-taking-43-hours-read.html'],"['https://pbs.twimg.com/media/FPV-eqSXIAg3yZA.jpg', 'https://pbs.twimg.com/media/FPV-kJgXEAkR4uc.jpg']",1,https://pbs.twimg.com/media/FPV-eqSXIAg3yZA.jpg,4,0,2
